##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	ERR458884.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1461646
Sequences flagged as poor quality	0
Sequence length	51
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.66000249034308	31.0	30.0	33.0	28.0	34.0
2	28.32285519202324	31.0	27.0	33.0	16.0	34.0
3	27.450573531484366	31.0	25.0	31.0	16.0	34.0
4	30.81224797249129	35.0	28.0	37.0	19.0	37.0
5	33.409987780899066	35.0	32.0	37.0	28.0	37.0
6	34.433780819706	35.0	35.0	37.0	31.0	37.0
7	34.747579099179966	35.0	35.0	37.0	32.0	37.0
8	34.93214157189908	35.0	35.0	37.0	32.0	37.0
9	36.56516694192712	38.0	35.0	39.0	32.0	39.0
10	36.540179359434504	39.0	35.0	39.0	32.0	39.0
11	36.60932742948703	39.0	35.0	39.0	32.0	39.0
12	36.5612008653258	38.0	35.0	39.0	32.0	39.0
13	36.48714873505623	38.0	35.0	39.0	32.0	39.0
14	37.685867166194825	39.0	36.0	41.0	32.0	41.0
15	37.681602111592	39.0	36.0	41.0	32.0	41.0
16	37.64894783004914	39.0	36.0	41.0	32.0	41.0
17	37.56689034143698	39.0	36.0	41.0	32.0	41.0
18	37.54055633169728	39.0	36.0	41.0	32.0	41.0
19	37.62091641888665	39.0	36.0	41.0	32.0	41.0
20	37.57835686616322	39.0	36.0	41.0	32.0	41.0
21	37.540348347000574	39.0	36.0	40.0	32.0	41.0
22	37.479627762125716	39.0	36.0	40.0	32.0	41.0
23	37.42746123206303	39.0	36.0	40.0	32.0	41.0
24	37.50199843190485	39.0	36.0	41.0	32.0	41.0
25	37.48578999292578	39.0	36.0	41.0	32.0	41.0
26	37.36176543431173	39.0	36.0	40.0	32.0	41.0
27	37.355071611046725	39.0	36.0	40.0	32.0	41.0
28	37.31873381105959	39.0	36.0	40.0	31.0	41.0
29	37.25430439381355	39.0	36.0	40.0	31.0	41.0
30	37.193653593277716	39.0	36.0	40.0	31.0	41.0
31	37.12001127495987	39.0	36.0	40.0	31.0	41.0
32	37.08951551880551	39.0	36.0	40.0	31.0	41.0
33	37.021026979172795	39.0	36.0	40.0	30.0	41.0
34	36.95074046656988	39.0	36.0	40.0	30.0	41.0
35	36.91513061302121	39.0	36.0	40.0	30.0	41.0
36	36.84851804061996	39.0	36.0	40.0	30.0	41.0
37	36.78377869880943	39.0	35.0	40.0	30.0	41.0
38	36.707451051759456	39.0	35.0	40.0	30.0	41.0
39	36.62340197284431	39.0	35.0	40.0	30.0	41.0
40	36.530419130213474	38.0	35.0	40.0	30.0	41.0
41	36.46295341005962	38.0	35.0	40.0	30.0	41.0
42	36.380727618041576	38.0	35.0	40.0	30.0	41.0
43	36.53479365044614	39.0	35.0	40.0	30.0	41.0
44	36.55794905195923	39.0	35.0	40.0	30.0	41.0
45	36.48651862352444	39.0	35.0	40.0	30.0	41.0
46	36.43177212539835	39.0	35.0	40.0	30.0	41.0
47	36.38353951640821	39.0	35.0	40.0	30.0	41.0
48	36.24411930111668	39.0	35.0	40.0	30.0	41.0
49	36.073757257229175	39.0	35.0	40.0	30.0	41.0
50	35.84836410457799	38.0	35.0	40.0	29.0	41.0
51	34.27123256930885	37.0	33.0	40.0	26.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	1.281891876836191
1101	2	3.994700993793792
1101	3	4.950813863602484
1101	4	5.298143994044992
1101	5	2.239561003168049
1101	6	1.3422062619475454
1101	7	1.0434048311804531
1101	8	0.6820713801548166
1101	9	0.5765302828516283
1101	10	0.6506059464001339
1101	11	0.525367691209695
1101	12	0.4519134484959224
1101	13	0.5572733916116022
1101	14	0.6558528245593038
1101	15	0.6140239854726133
1101	16	0.6358617489883969
1101	17	0.47839753051761846
1101	18	0.6238207127138864
1101	19	0.4207000291323766
1101	20	0.5191625102613813
1101	21	0.38837367223577957
1101	22	0.36850849750901205
1101	23	0.4446834647440454
1101	24	0.43032749694246064
1101	25	0.3965305889865931
1101	26	0.4119923342883638
1101	27	0.36095091177728733
1101	28	0.15585439101024434
1101	29	0.3836235656732683
1101	30	0.4034023084473972
1101	31	0.3447602000636394
1101	32	0.31751534958483774
1101	33	0.27167570985778156
1101	34	0.3377279255449537
1101	35	0.38206534060736175
1101	36	0.35346883778896654
1101	37	0.3429479007424874
1101	38	0.041957561743281246
1101	39	0.05310890932751278
1101	40	0.06093010323788661
1101	41	0.16691793635592944
1101	42	0.39064542088681264
1101	43	0.21957334143190366
1101	44	0.1278585949749953
1101	45	0.40301069169319703
1101	46	0.28047322413275566
1101	47	0.34294057685218604
1101	48	0.15930085290747087
1101	49	0.05947318349261366
1101	50	-0.4014486929674632
1101	51	-0.19983217588329438
1102	1	1.0232690556431194
1102	2	3.2448962143899145
1102	3	2.732001536509898
1102	4	4.015639922481348
1102	5	1.9949300426322552
1102	6	1.1194217161019324
1102	7	0.9832850874713515
1102	8	0.7308733753786925
1102	9	0.7213275120437572
1102	10	0.7911070609552056
1102	11	0.6774281357954308
1102	12	0.7227790294963867
1102	13	0.8425461895295854
1102	14	0.8072695773248739
1102	15	0.8119379319815394
1102	16	0.7043406557026017
1102	17	0.6787342308543174
1102	18	0.6754141416958461
1102	19	0.6122770330922904
1102	20	0.5886632501442861
1102	21	0.6345566207416979
1102	22	0.5936602901954657
1102	23	0.7750988966956314
1102	24	0.7427271270640858
1102	25	0.6583605155786074
1102	26	0.6665344457993712
1102	27	0.6395795864344365
1102	28	0.46962529601381675
1102	29	0.5716279381100122
1102	30	0.5844765074121909
1102	31	0.751441601312294
1102	32	0.7659531432830278
1102	33	0.6465746303730384
1102	34	0.6732865844456839
1102	35	0.6870434342703575
1102	36	0.7804727346317506
1102	37	0.6475942140062614
1102	38	0.57725401320684
1102	39	0.7243624715514727
1102	40	0.6619342120164404
1102	41	0.5319362978149016
1102	42	0.4968451097953803
1102	43	0.6336337027571588
1102	44	0.45274918944220843
1102	45	0.5014431869971787
1102	46	0.628128937000163
1102	47	0.8698974189083231
1102	48	0.9287850668465367
1102	49	0.9421323592390891
1102	50	0.8312009582846542
1102	51	0.5741203505046002
1103	1	0.6838654316612711
1103	2	2.436484063671479
1103	3	2.116373326934511
1103	4	3.311115002430107
1103	5	1.3223605291266693
1103	6	0.7578985385976864
1103	7	0.7190747083536735
1103	8	0.4969155671457486
1103	9	0.47478698034630895
1103	10	0.6260348440240548
1103	11	0.3971536727639702
1103	12	0.3944531711714987
1103	13	0.558932919562416
1103	14	0.40906907784452073
1103	15	0.5197622870456868
1103	16	0.3665489046634889
1103	17	0.41250807717212723
1103	18	0.28691610587961947
1103	19	0.13010640468246493
1103	20	0.014245224863437045
1103	21	0.17577019916750913
1103	22	0.32054948063405675
1103	23	0.27440785156794334
