##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	ERR458885.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1228207
Sequences flagged as poor quality	0
Sequence length	51
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1103	23	0.2176225385912005
1103	24	0.3807705292358037
1103	25	0.3453210379525089
1103	26	0.1740984371434422
1103	27	0.3894932346443767
1103	28	0.17414647704519837
1103	29	0.18242358408829773
1103	30	0.1939310108594796
1103	31	0.4029690464561497
1103	32	0.11151682549789399
1103	33	0.20177244894435375
1103	34	0.11298896585346085
1103	35	0.13415261917992893
1103	36	0.34767105118942254
1103	37	0.32769056569326693
1103	38	0.15501344943322692
1103	39	0.1925626155580744
1103	40	0.1598125660686307
1103	41	-0.04093319566540288
1103	42	0.0941467276776109
1103	43	0.21530417633476873
1103	44	0.05067609428274977
1103	45	-0.011768175255419067
1103	46	0.13712498089167013
1103	47	0.17882539508052275
1103	48	0.20611440494372602
1103	49	0.3925921558321477
1103	50	0.5032933000263995
1103	51	0.45513203410585135
1104	1	-0.7766235074760317
1104	2	-3.279664804103067
1104	3	-2.6960729546427764
1104	4	-3.3773449337636094
1104	5	-1.4765307289806486
1104	6	-0.6464809082005232
1104	7	-0.1958451004961006
1104	8	-0.05331197162706758
1104	9	0.10855054236496642
1104	10	0.06401800737634744
1104	11	0.004678945393123968
1104	12	0.10106130223417864
1104	13	0.11638786437784887
1104	14	0.17166502409596518
1104	15	-0.07344426706895746
1104	16	0.12459733758476688
1104	17	0.10622391139190057
1104	18	-0.09702124658853961
1104	19	0.011563070711360979
1104	20	-0.28280451885868985
1104	21	-0.04471849311916998
1104	22	0.058494472157782695
1104	23	0.022298397171688578
1104	24	0.1455159581139185
1104	25	0.03878053859929054
1104	26	-0.18454138728767333
1104	27	0.16573741586437052
1104	28	-0.13535489465382256
1104	29	-0.2529443958546622
1104	30	-0.14653816444038625
1104	31	-0.13644669406532728
1104	32	-0.12856191630856273
1104	33	-0.10196075250826908
1104	34	-0.028346777417326052
1104	35	-0.005173231963475189
1104	36	0.017019900911456887
1104	37	-0.07184087115676618
1104	38	-0.1415720966340075
1104	39	-0.31813524068228105
1104	40	-0.3737802329008133
1104	41	-0.17340941176290414
1104	42	-0.08923726911343266
1104	43	-0.10924480612713694
1104	44	0.06348022940893117
1104	45	0.03849631108370488
1104	46	0.04349826667062473
1104	47	0.13911082875918623
1104	48	-0.13019376204862
1104	49	0.058999464257425416
1104	50	0.08399156973641908
1104	51	0.10694923326237671
1105	1	-0.24355991841875024
1105	2	-0.5233642347110177
1105	3	0.05989120037500584
1105	4	0.4427750969242439
1105	5	-0.008251724424042095
1105	6	0.11862464870313971
1105	7	0.16930727254271005
1105	8	0.10731761960189345
1105	9	0.10122173377432375
1105	10	0.08197542675332414
1105	11	0.09445501229853193
1105	12	0.23130268720742464
1105	13	0.31277358521152365
1105	14	0.13087309608006592
1105	15	0.23382277363656812
1105	16	0.25961470367468564
1105	17	0.14597779578300418
1105	18	0.10426423624268466
1105	19	0.157329764585306
1105	20	-0.291347850745872
1105	21	-0.38728820871727976
1105	22	-0.032442806476659314
1105	23	0.24439990239621778
1105	24	0.26221620494035136
1105	25	0.12696706290569182
1105	26	-0.006569604426303499
1105	27	0.22170291899075778
1105	28	0.22065791482901886
1105	29	0.2216584636062393
1105	30	0.15710675355784787
1105	31	0.1569575007584234
1105	32	-2.5200329832841817E-4
1105	33	0.12621582030552503
1105	34	0.2646848492105178
1105	35	0.2943856914124865
1105	36	0.3486711623734493
1105	37	0.22925673435724292
1105	38	-0.003648330949985734
1105	39	0.2504687806031285
1105	40	0.3662529550819045
1105	41	0.308603755581494
1105	42	0.3355272408245753
1105	43	0.2824407953376422
1105	44	0.1443508134340945
1105	45	0.0696621308930574
1105	46	0.4407080495270961
1105	47	0.10080309723378633
1105	48	0.10819779732086232
1105	49	-0.09335396569852605
1105	50	0.038689605664743
1105	51	0.11570519864294937
1106	1	-0.49023224130137066
1106	2	-1.8580776467758398
1106	3	-1.444928351151603
1106	4	-0.4915533887662882
1106	5	0.02222578927045049
1106	6	-0.07091856440713684
1106	7	-0.073682625987054
1106	8	-0.1102557498704897
1106	9	-0.21952443119737808
1106	10	-0.1741526466787846
1106	11	-0.10498980543086134
1106	12	-0.030700638192023177
1106	13	-0.02872614716215338
1106	14	0.09250743880119927
1106	15	-0.11008616508269853
1106	16	-0.027209539853878084
1106	17	-0.23506344144779945
1106	18	-0.2675148524612041
1106	19	0.05148127525050228
1106	20	-0.12803998936492178
1106	21	-0.034949040750440474
1106	22	0.005301616076835103
1106	23	0.037452436874460204
1106	24	0.23122222937976034
1106	25	0.08269426626753074
1106	26	-0.09111503826565581
1106	27	0.015005997262917958
1106	28	0.12455102373585447
1106	29	0.1163867944151562
1106	30	-0.11390020472661178
1106	31	-0.10241967014660958
1106	32	-0.2022956434718921
1106	33	-0.20175682486752322
1106	34	-0.1831741401869209
1106	35	-0.31976149167808643
1106	36	0.05265310044357818
1106	37	-0.2903699553898207
1106	38	-0.3472327015725938
1106	39	-0.2544077126948281
1106	40	-0.2916021622750833
1106	41	-0.1305397262939465
1106	42	0.07398001901360374
1106	43	0.007212743543405509
1106	44	-0.018765723595144834
1106	45	-0.02860570042263788
1106	46	-0.12222001023898343
1106	47	-0.1434173129747336
1106	48	-0.22221309450116422
1106	49	-0.38891820171077995
1106	50	0.06253625008615415
1106	51	0.16478501961801584
1107	1	-0.5555021334311192
1107	2	-1.5108842759522254
1107	3	-1.1939597921098226
1107	4	-1.5854990152310364
1107	5	-0.6351181019608276
1107	6	-0.3020569663253099
1107	7	-0.22451316739505245
1107	8	-0.23081063488285736
1107	9	-0.44389293286711506
1107	10	-0.38544898406965444
1107	11	-0.23280604171704766
1107	12	-0.03205104602059805
1107	13	-0.17201280708128763
1107	14	-0.03246834045718572
1107	15	-0.3097689951478131
1107	16	-0.2765505733082705
1107	17	-0.41532475483442965
1107	18	-0.2562499073164517
1107	19	-0.1948249939975426
1107	20	-0.2668987188449492
1107	21	-0.07494871600306396
1107	22	-0.19789714555317772
1107	23	-0.16804174744132183
1107	24	-0.34039376767586305
1107	25	-0.23698542457297123
1107	26	-0.18688520372444373
1107	27	-0.16391302697947907
1107	28	-0.20025426315139327
1107	29	-0.16454512229797302
1107	30	-0.4007408999024875
1107	31	-0.3936753058666582
1107	32	-0.39190751623586806
1107	33	-0.2544270601469947
1107	34	-0.24571886060649462
1107	35	-0.23019941351139295
1107	36	-0.27233891618349304
1107	37	0.1315358786967451
1107	38	0.09307223621122773
1107	39	-0.015544112004192812
1107	40	-0.14502689395256851
1107	41	-0.2613939742602156
1107	42	-0.05926274588554037
1107	43	-0.2551019474865299
1107	44	-0.03146821711372638
1107	45	-0.07699955403734293
1107	46	-0.1551174604308585
1107	47	-0.18050616926861096
1107	48	-0.02276787126440638
1107	49	-0.2059869236674956
1107	50	-0.33047951639883166
1107	51	0.14191252084935257
1108	1	-0.9130075912285385
1108	2	-2.7047215678325998
1108	3	-2.5388005296357967
1108	4	-0.88302130671687
1108	5	-0.5685724274296717
1108	6	-0.2602226203404072
1108	7	-0.3529094955467684
1108	8	-0.26902836812149644
1108	9	-0.44353784725203127
1108	10	-0.24653160065609825
1108	11	-0.42223764170653055
1108	12	-0.22012806014511455
1108	13	-0.36429824331054306
1108	14	-0.08312722154295926
1108	15	-0.24385458393236803
1108	16	-0.27733965245290904
1108	17	-0.3080757477590197
1108	18	-0.34940070034099335
1108	19	-0.518123870874895
1108	20	-0.5784008625099588
1108	21	-0.48246864025146863
1108	22	-0.40505672365885914
1108	23	-0.29967330008604876
1108	24	-0.08510036174725144
1108	25	-0.15543409497460914
1108	26	-0.3821822920223994
1108	27	-0.3312372596000088
1108	28	-0.6298421008115085
1108	29	-0.5587822142782954
1108	30	-0.5443270015884849
1108	31	-0.6341734778333006
1108	32	-0.5618883153100143
1108	33	-0.8835204082098045
1108	34	-0.7178380641626134
1108	35	-0.7488874379202386
1108	36	-0.6762159250474795
1108	37	-0.7885698579086338
1108	38	-0.5818666101550676
1108	39	-0.5029582996472186
1108	40	-0.46224986141620406
1108	41	-0.44365810535256145
1108	42	-0.2017441367690438
1108	43	-0.39555803523212774
1108	44	-0.4426442080656159
1108	45	-0.6531588428140083
1108	46	-0.6252113608490717
1108	47	-0.4462285712255252
1108	48	-0.39362191792528733
1108	49	-0.6742527907339593
1108	50	-0.5753833802563761
1108	51	-0.12957015886342305
1109	1	-1.1643131125569397
1109	2	-3.4721920835868687
1109	3	-3.0321849103199483
1109	4	-3.498801979133699
1109	5	-1.6899272358554178
1109	6	-1.036949135625271
1109	7	-0.6559224627473768
1109	8	-0.4520653921196214
1109	9	-0.5126277962046828
1109	10	-0.37062947074939245
1109	11	-0.6325292570324663
1109	12	-0.32671140814722577
1109	13	-0.39318106910412354
1109	14	-0.4258485734176318
1109	15	-0.8118737120201445
1109	16	-0.5651851021976739
1109	17	-0.6221636430826152
1109	18	-0.7877918286634724
1109	19	-0.7208023899149723
1109	20	-0.5982330516785268
1109	21	-0.5494902913692314
1109	22	-0.4767577152683202
1109	23	-0.3882873938488842
1109	24	-0.30683362467044617
1109	25	-0.23156505783325798
1109	26	-0.6812053513429461
1109	27	-0.3588732391810652
1109	28	-0.5682625666919279
1109	29	-0.5885158292521879
1109	30	-0.4588080201884992
1109	31	-0.5030052562760687
1109	32	-0.5591892599793837
1109	33	-0.7874105683928718
1109	34	-0.606663388342632
1109	35	-0.5504335272237668
1109	36	-0.47041295608661216
1109	37	-0.7710993421543648
1109	38	-0.6076543235857983
1109	39	-0.4127013026396469
1109	40	-0.549103701702542
1109	41	-0.41414452206323205
1109	42	-0.24969637522471544
1109	43	-0.34442267173978536
1109	44	-0.2775471007488335
1109	45	-0.5018063813928961
1109	46	-0.7962199860911028
1109	47	-0.7960349433431091
1109	48	-0.770374837012298
1109	49	-0.6879094239558086
1109	50	-1.053233524010416
1109	51	-0.8860830967264732
1110	1	-0.5097400641219991
1110	2	-0.4684694634959641
1110	3	0.5728999025653749
1110	4	0.44654359600727034
1110	5	0.12842640538824668
1110	6	-0.43580922694060575
1110	7	-0.48748156860315817
1110	8	-0.34143561269188893
1110	9	-0.7673513335369151
1110	10	-0.45988292828929644
1110	11	-0.7100246516634101
1110	12	-0.4710593875335718
1110	13	-0.7376339308204152
1110	14	-0.810405193268366
1110	15	-0.8292048463589481
1110	16	-0.5762769515248181
1110	17	-0.6799115218023601
1110	18	-0.6686130534744663
1110	19	-0.6495405315687179
1110	20	-0.5814927587233996
1110	21	-0.40375814627647344
1110	22	-0.6312732764334967
1110	23	-0.6450146819060976
1110	24	-0.5805292385195102
1110	25	-0.6845941259518469
1110	26	-0.8032821236754728
1110	27	-0.6531365206566235
1110	28	-0.8025308559474311
1110	29	-0.9796751814089788
1110	30	-0.7651091359525282
1110	31	-0.5823798458808369
1110	32	-0.850741697311868
1110	33	-0.7038751779521064
1110	34	-0.8741676232381721
1110	35	-0.6754114904370283
1110	36	-0.5066720933687705
1110	37	-0.7200423428876448
1110	38	-0.6566909646940502
1110	39	-0.5005475995652304
1110	40	-0.5408811058840328
1110	41	-0.6637491373967492
1110	42	-0.2966768883177622
1110	43	-0.5623211415564171
1110	44	-0.5856680079745971
1110	45	-0.9209102953817236
1110	46	-0.8265336621848292
1110	47	-0.7505746491615923
1110	48	-0.6094334765824527
1110	49	-0.9189245724901411
1110	50	-0.9156166651659348
1110	51	-1.1012151513725996
1111	1	-0.797229593495036
1111	2	-2.32518256425697
1111	3	-1.809039210699794
1111	4	-2.0010751601103536
1111	5	-0.61898553047061
1111	6	-0.7067362701729749
1111	7	-0.7035334691820196
1111	8	-0.5219863879711468
1111	9	-0.7332856445243721
1111	10	-0.8043264218838644
1111	11	-0.7070950623743428
1111	12	-0.7357786997734479
1111	13	-0.7180531556723295
1111	14	-0.8871354468058925
1111	15	-0.9379132222983415
1111	16	-0.8591815799635683
1111	17	-0.5977349806291343
1111	18	-0.5639180274673308
1111	19	-0.8640551785781909
1111	20	-0.675768691054266
1111	21	-0.7928450826194293
1111	22	-0.6308691305337035
1111	23	-0.6899285963308586
1111	24	-0.7169250441471959
1111	25	-0.7126713346841456
1111	26	-0.8070930883348808
1111	27	-1.016527398452773
1111	28	-1.151658569174991
1111	29	-1.1031414414728076
1111	30	-0.934488743887286
1111	31	-1.1655667518035386
1111	32	-1.1561641859386285
1111	33	-0.9400644131793854
1111	34	-0.9042299566529124
1111	35	-0.9770798571816286
1111	36	-0.784109196211098
1111	37	-0.7682012927829263
1111	38	-0.7794001539224098
1111	39	-0.7990771206429699
1111	40	-0.8202589835496354
1111	41	-0.575598482799073
1111	42	-0.6177267681671168
1111	43	-0.5810755101737044
1111	44	-0.8724060883252989
1111	45	-0.740168378455877
1111	46	-0.8168379084652244
1111	47	-0.8649666781801386
1111	48	-0.9560769730503864
1111	49	-0.8828512715426129
1111	50	-0.8035733047458677
1111	51	-1.1956903457467831
1112	1	-1.1666174872823447
1112	2	-3.4416434272076977
1112	3	-2.615008651058364
1112	4	-2.778960595432892
1112	5	-1.6332182475984638
1112	6	-1.1243113887119733
1112	7	-0.7129318266981102
1112	8	-0.6649032400547981
1112	9	-0.7792822087385645
1112	10	-0.6929848943986698
1112	11	-0.7783295266233878
1112	12	-0.9181033281905044
1112	13	-0.7788253525511806
1112	14	-0.8871120641717383
1112	15	-1.019060462014913
1112	16	-0.9088470256183072
1112	17	-0.9598815649012451
1112	18	-1.172904850622274
1112	19	-1.0564109570481932
1112	20	-1.2812963457687516
1112	21	-1.1767711291932557
1112	22	-0.8682174813638284
1112	23	-0.9162768792051992
1112	24	-1.0900819262775272
1112	25	-0.7160830071489741
1112	26	-0.8916454241504255
1112	27	-1.018590915917045
1112	28	-1.6635862700701836
1112	29	-1.3274094006145774
1112	30	-1.2005970040220078
1112	31	-1.2475828025204692
1112	32	-1.2915321007264637
1112	33	-1.312530046187483
1112	34	-1.4202488878180901
1112	35	-1.2723177645235566
1112	36	-1.1636546524172502
1112	37	-0.9356282604133241
1112	38	-0.8488261175609537
1112	39	-0.8434960877589432
1112	40	-1.0977428952012716
1112	41	-1.2743278558448878
1112	42	-1.0217881855785578
1112	43	-1.0667993159604663
1112	44	-1.0681516180406092
1112	45	-1.2847214303645984
1112	46	-1.4205336799350476
1112	47	-1.4277706067549616
1112	48	-1.5783794756498821
1112	49	-1.4735689503485219
1112	50	-1.4485518475254935
1112	51	-1.395697360537035
1113	1	-1.1236761545286775
1113	2	-2.305597730035995
1113	3	-1.5872739458437657
1113	4	-2.122889779308455
1113	5	-1.20746165991158
1113	6	-1.3613111230307382
1113	7	-1.1304426350936367
1113	8	-1.2874958058109058
1113	9	-1.1706741368597164
1113	10	-1.1333128899545528
1113	11	-1.10347746276328
1113	12	-0.7819706807978051
1113	13	-0.909784461794473
1113	14	-1.340055087624144
1113	15	-1.022197915822609
1113	16	-2.4850395720521448
1113	17	-1.5181382129702286
1113	18	-1.4456362952035846
1113	19	-1.0924059332576448
1113	20	-1.3646647007188761
1113	21	-1.1750635234642033
1113	22	-1.029205815542511
1113	23	-1.355720880847592
1113	24	-1.5674410548430942
1113	25	-1.4427163428975902
1113	26	-1.2894595922058798
1113	27	-0.9607835106565545
1113	28	-1.186132945431872
1113	29	-1.3726235155337818
1113	30	-1.4388164567186763
1113	31	-1.3808533384719723
1113	32	-1.1253678131144582
1113	33	-1.3748371253846443
1113	34	-1.3478893969599426
1113	35	-1.205561732351974
1113	36	-1.6579690740775135
1113	37	-1.2659545652704551
1113	38	-1.0741914292533394
1113	39	-1.2285092510562947
1113	40	-1.3359381950587732
1113	41	-1.60488844324194
1113	42	-1.3484384283145943
1113	43	-1.6941499910323188
1113	44	-1.3479815820528813
1113	45	-1.4945178219304225
1113	46	-1.4183236951513365
1113	47	-1.6472160575677037
1113	48	-1.671983803838657
1113	49	-1.7581932529352926
1113	50	-1.6125182267733749
1113	51	-1.7879225616094203
1114	1	-0.9459768843323388
1114	2	-1.1183592606169874
1114	3	-0.7117978836150662
1114	4	-0.8505420505715122
1114	5	-0.24610217616054086
1114	6	-0.6213208396641363
1114	7	-0.7450070236322333
1114	8	-0.574852564679972
1114	9	-0.9870952473019301
1114	10	-1.1848754724667216
1114	11	-1.0779491208222822
1114	12	-0.6872155505209889
1114	13	-0.8994436403164912
1114	14	-2.325298478729202
1114	15	-1.1959999711018057
1114	16	-1.199665217627377
1114	17	-1.2281970408485137
1114	18	-2.8352321043773543
1114	19	-1.6501163987055065
1114	20	-1.2757395504807079
1114	21	-1.024864438095129
1114	22	-0.7425714672434438
1114	23	-0.8845243619371246
1114	24	-1.0291279468934036
1114	25	-0.899326293997575
1114	26	-1.289927469227095
1114	27	-0.9535636295796976
1114	28	-1.0980178666954572
1114	29	-1.3293528122396339
1114	30	-0.8736041165942581
1114	31	-1.0799989084264539
1114	32	-1.1152044258115623
1114	33	-1.246200516912161
1114	34	-1.6199540759413864
1114	35	-1.1905949484520093
1114	36	-1.3378471936977192
1114	37	-1.4112235153459736
1114	38	-1.5788459078820267
1114	39	-1.6557908116321087
1114	40	-1.914278551828204
1114	41	-3.5382745843654746
1114	42	-1.980333277442739
1114	43	-1.2385539495042792
1114	44	-1.780226018752181
1114	45	-1.8975236413489043
1114	46	-2.11474755159864
1114	47	-5.1215916054485255
1114	48	-2.7850505634470366
1114	49	-2.414062838816598
1114	50	-2.1470946554881394
1114	51	-1.9681101348802272
1201	1	1.1580176826396098
1201	2	3.564095652796073
1201	3	4.9242685854067965
1201	4	5.247539508639083
1201	5	2.4099250698839114
1201	6	1.5178802780584704
1201	7	0.9584207472003996
1201	8	0.5972928979559029
1201	9	0.7684340489637975
1201	10	0.6533589178851429
1201	11	0.6360856570918045
1201	12	0.8090507985448454
1201	13	0.6073332531334614
1201	14	1.040079658933962
1201	15	0.8270826188593858
1201	16	0.7288146936269371
1201	17	0.4728378327503435
1201	18	0.9022244387885365
1201	19	0.7953413362414494
1201	20	0.676831141506895
1201	21	0.7908295760055424
1201	22	0.8248781290523866
1201	23	0.41106534798243644
1201	24	0.5921439448878942
1201	25	0.523203658058911
1201	26	0.6420569940552312
1201	27	0.7483121809208839
1201	28	0.6706614734063407
1201	29	0.555346259151321
1201	30	0.6025699861276195
1201	31	0.6722693263295199
1201	32	0.6522387914994496
1201	33	0.5569245633113553
1201	34	0.6658835664480591
1201	35	0.5008527777121685
1201	36	0.6539620342039569
1201	37	0.7165086544190373
1201	38	0.7144955988497443
1201	39	0.4086213765852875
1201	40	0.3983827217438929
1201	41	0.3166058446757063
1201	42	0.38628720641104053
1201	43	0.5796939923007116
1201	44	0.7347805430450123
1201	45	0.4574528614271216
1201	46	0.5818407028232784
1201	47	0.549872005943719
1201	48	0.5212675098506097
1201	49	0.7092810561448601
1201	50	0.6852710688261396
1201	51	0.7400800926706097
1202	1	1.056519708645908
1202	2	3.4439047705303345
1202	3	4.922899089861186
1202	4	5.231707951885017
1202	5	2.2963040013008893
1202	6	1.298219781181018
1202	7	0.8847315332720243
1202	8	0.7810876712832098
1202	9	0.7238524980924481
1202	10	0.46605804771426307
1202	11	0.7328774608256836
1202	12	0.6137164957404337
1202	13	0.567726124226752
1202	14	0.6943220361146771
1202	15	0.7147651594383362
1202	16	0.7098111781177536
1202	17	0.6499921998410372
1202	18	0.6118349090761299
1202	19	0.7526234287929938
1202	20	0.759880928082076
1202	21	0.5176316862522867
1202	22	0.6104791305254196
1202	23	0.3458613590325186
1202	24	0.573163960230012
1202	25	0.6185553736932761
1202	26	0.5252074926739709
1202	27	0.5958652076942883
1202	28	0.5919178326189041
1202	29	0.715148976494028
1202	30	0.7712485405803662
1202	31	0.39822903209975635
1202	32	0.238942919281385
1202	33	0.30946942487935303
1202	34	0.19528065897607405
1202	35	0.3100411045274569
1202	36	0.4540580400772569
1202	37	0.49105486195173853
1202	38	0.3506992254245489
1202	39	0.3979619009467754
1202	40	0.330397386170425
1202	41	0.18425892462883553
1202	42	0.41594549138847725
1202	43	0.6161432809630796
1202	44	0.396284540936648
1202	45	0.5031262437987465
1202	46	0.5712471135684112
1202	47	0.4671704759677695
1202	48	0.25543007038372423
1202	49	0.10269335901514864
1202	50	0.4174240946583083
1202	51	0.40492076527645793
1203	1	0.9896251108852638
1203	2	3.390427232186152
1203	3	4.833420243864506
1203	4	5.174112216285092
1203	5	2.3333995598228796
1203	6	1.3391883521166221
1203	7	0.8807223070572192
1203	8	0.7783633952595679
1203	9	0.6364350209536696
1203	10	0.4796204018519816
1203	11	0.5201478270591906
1203	12	0.520187559388603
1203	13	0.5664956595560682
1203	14	0.5259390755531186
1203	15	0.6002865404646656
1203	16	0.6415271995850489
1203	17	0.4380798488816353
